pirat,hirat,lvrat,unemp,chist,mhist,phist,selfemp,insurance,condomin,afam,single,hschool,deny
0.27,0.08,0.729166667,1.799999952,3,1,no,no,no,yes,no,yes,yes,no
0.27,0.26,0.751515152,1.799999952,1,1,no,no,no,yes,no,yes,yes,no
0.37,0.27,0.743589744,3.099999905,1,2,no,no,no,no,no,yes,yes,no
0.39,0.31,0.946153846,10.60000038,2,2,no,no,no,no,no,no,yes,no
0.32,0.25,0.64516129,4.300000191,1,1,no,yes,no,no,no,no,yes,no
0.38,0.25,0.786585366,3.599999905,1,1,no,no,no,yes,no,no,yes,no
0.37,0.29,0.714285714,3.099999905,1,1,no,no,no,yes,no,no,yes,no
0.34,0.27,0.8,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.39,0.33,0.752,3.200000048,1,1,no,no,no,yes,no,no,yes,no
0.31,0.3,0.731092437,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.35,0.26,0.865546218,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.3,0.3,0.647058824,3.099999905,3,2,no,no,no,no,no,no,yes,no
0.27,0.26,0.882352941,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.25,0.25,0.790419162,3.599999905,1,2,no,no,no,no,yes,no,yes,no
0.37,0.23,0.885496183,3.200000048,2,1,no,no,no,no,no,no,yes,no
0.34,0.24,0.524475524,3.200000048,1,1,yes,yes,no,no,no,no,yes,no
0.36,0.3,0.892156863,4.300000191,2,2,no,no,no,no,no,no,yes,no
0.33,0.29,0.833333333,3.200000048,6,2,no,no,no,yes,yes,yes,yes,no
0.38,0.29,0.884057971,2,2,2,no,no,no,yes,yes,no,yes,no
0.31,0.31,0.688888889,3.200000048,1,2,no,no,no,yes,yes,yes,yes,no
0.3,0.14,0.72173913,1.799999952,5,2,no,no,no,no,no,yes,yes,no
0.28,0.28,0.608108108,3.200000048,1,2,no,yes,no,no,no,yes,yes,no
0.31,0.27,0.791139241,3.900000095,2,1,no,yes,no,no,yes,no,yes,no
0.31,0.19,0.88372093,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.38,0.32,0.918604651,2,5,2,no,no,no,no,yes,yes,yes,no
0.34,0.3,0.842105263,3.099999905,5,2,no,no,no,no,no,no,yes,no
0.27,0.2,0.507246377,3.900000095,1,2,no,no,no,yes,no,yes,yes,no
0.28,0.24,0.744897959,3.200000048,1,2,no,no,no,yes,yes,yes,yes,no
0.24,0.21,0.109649123,3.200000048,1,2,no,yes,no,no,no,yes,yes,no
0.28,0.2,0.778378378,3.200000048,6,2,no,no,no,no,no,yes,yes,no
0.31,0.29,0.796875,2,5,2,no,no,no,no,no,yes,yes,no
0.21,0.17,0.143884892,3.900000095,2,2,no,no,no,yes,no,yes,yes,no
0.34,0.18,0.611111111,10.60000038,1,2,no,yes,no,no,no,yes,yes,no
0.2,0.2,0.666666667,3.599999905,1,2,no,no,no,no,no,yes,no,no
0.32,0.28,0.719626168,1.799999952,3,1,no,no,no,yes,yes,yes,yes,no
0.4,0.35,0.864285714,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.28,0.27,0.496240602,3.099999905,4,2,no,no,no,yes,no,yes,yes,no
0.31,0.25,0.674074074,1.799999952,1,2,no,no,no,yes,no,no,yes,no
0.31,0.3,0.495049505,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.35,0,0.669291339,3.200000048,2,2,no,no,no,no,no,yes,yes,no
0.37,0.28,0.899193548,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.32,0.26,0.703703704,3.200000048,1,2,no,yes,no,no,no,no,yes,no
0.34,0.3,0.674418605,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.34,0.32,0.861176471,3.200000048,1,1,no,no,no,no,yes,no,yes,no
0.33,0.21,0.376923077,3.200000048,6,2,yes,no,no,yes,no,no,yes,no
0.22,0.2,0.645833333,4.300000191,2,2,no,no,no,yes,yes,no,yes,no
0.37,0.27,0.595041322,10.60000038,1,2,no,no,no,yes,no,yes,yes,no
0.49,0.34,0.793834297,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.36,0.24,0.752,3.099999905,1,2,no,no,no,no,yes,yes,yes,no
0.36,0.22,0.5625,3.099999905,2,2,no,no,no,yes,no,no,yes,no
0.34,0.29,0.291262136,3.099999905,1,2,no,no,no,no,no,yes,yes,no
0.33,0.3,0.875,3.200000048,1,2,no,no,no,yes,yes,yes,yes,no
0.28,0.24,0.438461538,3.200000048,1,2,no,no,no,yes,yes,yes,yes,no
0.33,0.3,0.731343284,3.200000048,2,2,no,no,no,no,no,yes,yes,no
0.33,0.31,0.68,4.300000191,6,2,no,no,no,yes,no,yes,yes,no
0.36,0.23,0.548076923,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.35,0.31,0.669291339,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.37,0.27,0.441666667,3.200000048,4,2,no,no,no,yes,yes,yes,yes,no
0.32,0.25,0.752,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.29,0.27,0.638554217,2,1,2,no,no,no,yes,no,yes,yes,no
0.27,0.2,0.739393939,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.39,0.27,0.766666667,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.42,0.32,0.87755102,1.799999952,1,2,no,no,no,yes,yes,yes,yes,no
0.31,0.2,0.807017544,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.35,0.26,0.87755102,3.200000048,1,2,no,no,no,yes,yes,yes,no,no
0.29,0.27,0.75,3.200000048,4,2,no,no,no,yes,yes,no,no,no
0.29,0.29,0.606060606,3.099999905,1,2,no,no,no,yes,no,no,yes,no
0.28,0.25,0.746031746,3.900000095,2,2,no,no,no,no,no,no,yes,no
0.33,0.25,0.79338843,5.300000191,1,2,no,no,no,yes,no,no,yes,no
0.43,0.3,0.949152542,2,1,2,no,no,no,no,no,yes,yes,no
0.31,0.29,0.897637795,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.26,0.26,0.555555556,3.200000048,6,1,no,no,no,yes,no,yes,yes,no
0.34,0.23,0.475,3.200000048,2,2,no,no,no,yes,yes,no,yes,no
0.49,0.12,0.55410691,1.799999952,5,1,no,no,no,no,no,no,yes,no
0.3,0.15,0.643274854,3.200000048,5,2,no,no,no,yes,no,yes,yes,no
0.33,0.33,0.64516129,4.300000191,1,2,no,no,no,yes,no,yes,yes,no
0.31,0.31,0.578947368,3.599999905,4,2,no,no,no,yes,no,yes,yes,no
0.45,0.28,0.438461538,3.200000048,1,2,no,no,no,yes,yes,yes,yes,no
0.23,0.23,0.791666667,3.200000048,4,2,no,no,no,yes,yes,no,no,no
0.11,0.06,0.219354839,8.899999619,1,2,no,yes,no,no,no,no,yes,no
0.37,0.28,0.707317073,4.300000191,1,2,no,no,no,yes,no,yes,yes,no
0.24,0.19,0.787878788,1.799999952,5,2,no,yes,no,yes,no,yes,yes,no
0.19,0.13,0.483425414,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.26,0.15,0.796992481,3.200000048,1,1,no,no,no,no,no,yes,yes,no
0.33,0.32,0.545454545,1.799999952,2,1,no,no,no,no,no,no,yes,no
0.27,0.19,0.379310345,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.28,0.28,0.588235294,3.200000048,1,1,no,yes,no,no,no,no,yes,no
0.37,0.18,0.70212766,3.200000048,2,2,no,no,no,no,no,no,yes,no
0.28,0.18,0.466666667,3.200000048,6,1,no,yes,no,yes,no,no,yes,no
0.42,0.29,0.739837398,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.39,0.28,0.789049919,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.26,0.2,0.699386503,10.60000038,1,1,no,no,no,yes,no,no,yes,no
0.33,0.32,0.747855918,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.36,0.22,0.896969697,3.200000048,2,2,yes,no,no,no,no,no,yes,no
0.33,0.31,0.777777778,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.47,0.27,0.738461538,3.200000048,1,2,no,yes,no,no,no,no,yes,no
0.57,0.38,0.782222222,3.200000048,1,1,no,yes,no,no,no,yes,yes,no
0.36,0.29,0.730538922,4.300000191,5,2,no,no,no,no,no,yes,yes,no
0.35,0.31,0.723809524,3.200000048,6,2,no,no,no,yes,yes,yes,yes,no
0.2,0.18,0.639455782,1.799999952,1,2,no,yes,no,yes,no,yes,yes,no
0.11,0.1,0.606060606,3.200000048,1,1,no,yes,no,no,no,no,yes,no
0.37,0.25,0.885714286,3.099999905,5,2,no,no,no,no,no,no,yes,no
0.16,0.11,0.727272727,10.60000038,1,2,no,no,no,yes,no,yes,yes,no
0.3,0.24,0.475,3.900000095,1,2,no,no,no,yes,yes,yes,yes,no
0.35,0.26,0.7,3.599999905,1,2,no,yes,no,yes,no,no,yes,no
0.32,0.29,0.742857143,3.200000048,6,2,no,no,no,yes,yes,yes,yes,no
0.33,0.27,0.74015748,3.200000048,5,2,no,no,no,yes,no,no,yes,no
0.13,0.1,0.703125,1.799999952,2,2,no,no,no,no,no,no,yes,no
0.31,0.19,0.884848485,1.799999952,6,2,no,no,no,no,yes,no,yes,no
0.27,0.24,0.843023256,1.799999952,1,2,no,no,no,no,no,no,yes,no
0.56,0.3,0.794007491,3.200000048,1,1,no,yes,no,no,no,yes,yes,no
0.31,0.28,0.718181818,3.200000048,1,2,no,no,no,no,yes,yes,yes,no
0.31,0.3,0.677419355,3.200000048,1,1,no,no,no,no,no,yes,yes,no
0.34,0.3,0.9,1.799999952,1,2,no,no,no,yes,yes,yes,yes,no
0.28,0.23,0.71559633,3.200000048,2,2,yes,no,no,yes,yes,no,yes,no
0.37,0.29,0.79389313,3.900000095,1,2,no,no,no,yes,no,no,yes,no
0.31,0.29,0.36627907,3.200000048,5,2,no,no,no,yes,yes,yes,yes,no
0.32,0.32,0.193103448,3.200000048,4,2,no,no,no,yes,no,yes,no,no
0.33,0.26,0.863636364,4.300000191,4,2,no,no,no,no,no,yes,yes,no
0.25,0.02,0.8046875,3.099999905,1,2,no,no,no,yes,no,no,yes,no
0.47,0.26,0.797727273,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.26,0.14,0.885964912,3.200000048,1,2,no,no,no,yes,no,no,yes,no
0.32,0.31,0.795252226,1.799999952,1,2,no,no,no,no,no,no,yes,no
0.39,0.32,0.890510949,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.32,0.28,0.93814433,1.799999952,1,2,no,no,no,yes,yes,yes,yes,no
0.25,0.18,0.310077519,1.799999952,5,1,no,no,no,no,no,no,yes,no
0.11,0.09,0.280898876,1.799999952,1,2,no,no,no,yes,no,no,yes,no
0.27,0.25,0.799065421,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.31,0.3,0.715384615,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.36,0.31,0.87012987,10.60000038,1,2,no,no,no,no,no,yes,yes,no
0.24,0.08,0.633333333,3.099999905,3,2,no,no,no,yes,no,no,yes,no
0.36,0.33,0.777777778,3.200000048,2,2,no,no,no,yes,no,yes,yes,no
0.39,0.3,0.751351351,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.35,0.25,0.904347826,3.900000095,2,2,no,no,no,no,no,yes,yes,no
0.33,0.3,0.654545455,3.200000048,1,2,no,no,no,yes,yes,yes,yes,no
0.34,0.28,0.68,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.51,0.5,0.794701987,3.200000048,2,1,no,no,no,no,no,yes,yes,no
0.3,0.3,0.79389313,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.24,0.22,0.724050633,3.099999905,1,2,no,no,no,yes,no,no,yes,no
0.3,0.28,0.957894737,3.200000048,1,2,no,no,no,yes,yes,yes,yes,no
0.35,0.18,0.796875,4.300000191,1,1,yes,no,no,no,no,yes,yes,no
0.23,0.23,0.621359223,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.23,0.21,0.646153846,3.099999905,1,2,no,no,no,yes,no,yes,yes,no
0.36,0.24,0.8,2,1,2,no,no,no,no,no,no,yes,no
0.28,0.28,0.683760684,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.33,0.17,0.771428571,10.60000038,6,1,no,no,no,no,no,yes,yes,no
0.31,0.26,0.739130435,3.099999905,6,2,no,no,no,no,no,no,yes,no
0.04,0.04,0.489130435,10.60000038,2,1,no,no,no,yes,no,yes,yes,no
0.35,0.34,0.6,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.22,0.17,0.397435897,3.200000048,2,1,no,yes,no,yes,no,yes,yes,no
0.26,0.25,0.714285714,3.200000048,4,2,no,no,no,no,no,no,yes,no
0.29,0.23,0.8,3.900000095,2,3,no,yes,no,yes,no,no,yes,no
0.31,0.26,0.681528662,1.799999952,1,2,no,no,no,yes,no,yes,yes,no
0.32,0.17,0.780645161,4.300000191,3,1,yes,no,no,no,no,yes,yes,no
0.38,0.12,0.788888889,3.200000048,4,3,no,no,no,yes,no,yes,yes,no
0.34,0.25,0.862660944,3.099999905,2,1,no,no,no,no,no,no,yes,no
0.34,0.31,0.683636364,1.799999952,1,1,no,no,no,no,no,no,yes,no
0.29,0.29,0.455172414,3.200000048,1,1,no,no,no,no,no,yes,yes,no
0.31,0.27,0.856557377,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.22,0.21,0.744680851,1.799999952,2,1,no,no,no,no,no,no,yes,no
0.34,0.28,0.666666667,1.799999952,1,2,no,no,no,yes,no,yes,yes,no
0.31,0.15,0.736363636,4.300000191,1,1,no,no,no,yes,no,yes,yes,no
0.31,0.24,0.666666667,3.099999905,2,1,no,no,no,no,no,no,yes,no
0.23,0.23,0.543478261,3.599999905,1,2,no,no,no,yes,no,no,yes,no
0.47,0.11,0.901886792,3.200000048,1,1,no,yes,yes,no,no,no,yes,yes
0.42,0.3,0.904411765,3.900000095,2,2,yes,no,no,yes,no,yes,yes,yes
0.39,0.33,0.93877551,4.300000191,4,2,no,no,no,yes,yes,no,yes,yes
0.42,0.28,0.902439024,3.200000048,1,2,no,no,yes,yes,no,yes,yes,yes
0.39,0.28,0.751515152,3.200000048,1,2,no,no,no,yes,yes,yes,yes,yes
0.33,0.2,0.846153846,4.300000191,1,1,no,no,no,yes,no,yes,yes,yes
0.28,0.23,0.695364238,3.200000048,3,1,no,yes,no,yes,no,yes,yes,yes
0.52,0.31,0.735483871,2,1,2,no,no,no,yes,no,no,yes,yes
0.07,0.02,0.772727273,3.599999905,1,2,no,no,no,yes,no,no,yes,yes
0.44,0.27,0.904347826,3.200000048,2,2,yes,no,no,no,yes,yes,yes,yes
0.36,0.27,0.885416667,4.300000191,2,2,no,no,no,yes,no,no,yes,yes
0.42,0.28,0.620689655,3.599999905,2,2,no,no,yes,yes,no,yes,yes,yes
0.44,0.28,0.790909091,3.900000095,3,2,no,no,no,yes,yes,yes,yes,yes
0.46,0.43,0.8,10.60000038,5,2,no,yes,no,no,no,no,yes,yes
0.47,0.33,0.954198473,1.799999952,5,2,yes,no,no,no,yes,no,yes,yes
0.38,0.28,0.9,2,6,2,yes,no,no,yes,yes,no,yes,yes
0.48,0.34,0.883333333,3.900000095,1,2,no,no,no,no,no,no,yes,yes
0.28,0.27,0.7,3.099999905,1,2,no,no,no,no,no,no,yes,yes
0.37,0.34,0.77,3.200000048,5,2,no,no,no,yes,yes,no,no,yes
0.35,0.27,0.93442623,3.900000095,5,2,yes,no,yes,no,yes,yes,yes,yes
0.4,0.37,0.942028986,3.900000095,2,2,yes,no,no,no,yes,no,yes,yes
0.36,0.16,0.805369128,1.799999952,2,2,no,yes,no,yes,no,yes,yes,yes
0.34,0.27,0.816901408,3.200000048,4,2,no,no,no,no,yes,no,yes,yes
0.45,0.27,0.909090909,4.300000191,6,2,yes,no,no,no,yes,no,yes,yes
0.4,0.31,0.924855491,3.200000048,2,2,no,yes,no,no,no,no,yes,yes
0.38,0.27,1.027522936,3.200000048,1,2,no,no,no,yes,yes,no,yes,yes
0.18,0.06,0.8,3.200000048,6,4,yes,no,no,no,yes,no,yes,yes
0.38,0.26,0.882629108,3.200000048,6,1,yes,no,no,no,no,no,yes,yes
0.37,0.27,0.84375,4.300000191,1,1,no,no,no,yes,no,yes,yes,yes
0.16,0.13,1.416,3.200000048,5,2,yes,yes,no,yes,no,yes,yes,yes
0.37,0.31,0.811965812,10.60000038,2,2,no,no,yes,no,no,yes,yes,yes
0.2,0.15,0.612244898,1.799999952,6,2,no,no,no,no,no,no,yes,yes
0.32,0.24,0.951807229,3.200000048,1,2,no,no,yes,no,no,yes,yes,yes
0.32,0.26,0.796875,4.300000191,2,2,no,no,no,no,no,yes,yes,no
0.36,0.26,0.928104575,3.900000095,2,2,no,no,no,no,no,yes,yes,no
0.34,0.27,0.8359375,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.34,0.21,0.918128655,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.36,0.26,0.817610063,3.900000095,1,1,no,no,no,no,no,no,yes,no
0.19,0.19,0.629757785,1.799999952,1,2,no,yes,no,no,no,no,yes,no
0.34,0.25,0.8625,3.099999905,1,2,no,no,no,no,no,yes,yes,no
0.23,0.21,0.710059172,1.799999952,1,2,no,no,no,no,no,yes,yes,no
0.14,0.14,0.561440678,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.35,0.21,0.789473684,2,2,2,no,no,no,no,no,no,yes,no
0.33,0.27,0.898954704,3.200000048,2,2,no,no,yes,no,no,no,yes,yes
0.18,0.17,0.691823899,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.26,0.26,0.860927152,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.34,0.34,0.890909091,3.900000095,5,2,no,no,no,no,no,no,no,yes
0.26,0.24,0.563909774,10.60000038,1,2,no,no,no,yes,no,yes,yes,no
0.26,0.26,0.786259542,4.300000191,1,2,no,no,no,yes,no,yes,yes,no
0.22,0.21,0.615763547,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.29,0.23,0.588235294,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.29,0.16,0.681415929,3.099999905,1,2,no,no,no,no,no,yes,yes,no
0.28,0.21,0.666666667,3.200000048,1,2,no,yes,no,no,no,no,yes,no
0.25,0.22,0.777777778,3.200000048,1,2,no,yes,no,no,no,no,yes,no
0.31,0.27,0.783783784,3.099999905,1,2,no,no,no,no,no,yes,yes,no
0.36,0.27,0.752380952,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.24,0.22,0.856589147,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.34,0.25,0.789189189,3.200000048,1,2,no,yes,no,no,no,no,yes,no
0.37,0.21,0.770949721,3.099999905,3,1,no,no,no,no,no,no,yes,no
0.34,0.29,0.843902439,3.900000095,5,2,no,no,yes,no,no,no,yes,yes
0.28,0.28,0.724324324,3.900000095,2,1,no,no,no,no,no,no,yes,no
0.36,0.25,0.753731343,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.36,0.22,0.918367347,3.900000095,5,2,no,no,no,yes,no,no,yes,no
0.35,0.23,0.876470588,3.200000048,3,2,no,no,no,no,no,no,yes,no
0.24,0.12,0.465625,3.200000048,1,2,no,no,no,yes,no,no,yes,no
0.38,0.28,0.64690027,3.200000048,2,1,no,yes,no,no,no,no,yes,no
0.35,0.26,0.747663551,3.200000048,4,2,no,no,no,no,no,no,yes,no
0.4,0.26,0.790909091,5.300000191,2,2,no,no,no,no,no,no,yes,no
0.4,0.27,0.877697842,2,2,2,no,no,no,no,no,no,yes,no
0.36,0.22,0.795180723,10.60000038,5,2,yes,no,no,no,no,no,yes,no
0.38,0.33,0.869767442,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.4,0.28,0.882352941,4.300000191,6,2,yes,no,no,no,yes,no,yes,no
0.44,0.37,0.9,3.200000048,6,1,yes,no,no,no,no,no,yes,yes
0.41,0.23,0.880794702,3.200000048,6,2,no,no,no,yes,yes,no,yes,no
0.37,0.24,0.8,3.900000095,5,2,yes,no,no,yes,yes,no,yes,yes
0.33,0.33,0.9,2,5,2,no,no,no,yes,yes,no,yes,yes
0.39,0.16,0.798076923,1.799999952,4,2,no,yes,no,no,no,no,yes,yes
0.32,0.23,0.832369942,3.200000048,3,2,no,no,no,no,no,yes,yes,no
0.38,0.17,0.868421053,3.099999905,6,2,yes,no,no,yes,yes,no,yes,yes
0.21,0.06,0.75,3.200000048,2,3,no,yes,no,no,no,yes,yes,no
0.44,0.23,0.584070796,4.300000191,1,2,no,no,no,no,no,yes,yes,yes
0.19,0.12,0.829015544,4.300000191,1,1,yes,yes,no,no,no,no,yes,yes
0.39,0.19,0.716814159,10.60000038,1,2,no,no,no,no,no,no,no,no
0.4,0.34,0.904,3.099999905,1,2,no,no,no,yes,yes,no,yes,no
0.44,0.37,0.836734694,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.34,0.19,0.9,3.200000048,5,2,yes,no,no,no,yes,yes,yes,yes
0.36,0.31,0.777777778,3.099999905,1,2,yes,no,no,no,yes,yes,yes,no
0.27,0.25,0.722543353,2,1,1,no,no,no,no,no,no,yes,no
0.39,0.26,0.766467066,3.099999905,3,2,no,no,no,no,no,no,yes,no
0.36,0.34,0.897297297,3.200000048,1,2,no,no,no,yes,no,no,yes,no
0.37,0.26,0.794520548,3.900000095,2,2,no,no,no,yes,no,yes,yes,no
0.36,0.21,0.761006289,2,4,2,no,no,no,yes,yes,no,yes,no
0.43,0.09,0.518072289,3.200000048,5,1,no,no,no,yes,no,no,yes,no
0.39,0.23,0.8,3.200000048,1,2,no,no,no,yes,yes,no,yes,yes
0.33,0.32,0.9,10.60000038,1,2,no,no,no,no,no,no,yes,no
0.43,0.27,0.9,3.599999905,2,1,no,no,no,yes,yes,yes,yes,no
0.34,0.19,0.8,3.099999905,2,1,no,no,no,no,no,no,yes,no
0.2,0.11,0.860465116,3.200000048,1,2,no,no,no,yes,yes,yes,yes,no
0.28,0.2,0.9,3.599999905,1,2,no,no,no,yes,no,yes,yes,no
0.42,0.26,0.89516129,3.200000048,5,2,no,no,no,no,no,yes,yes,yes
0.39,0.22,0.9,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.74,0.66,0.8,3.200000048,6,2,yes,no,no,yes,yes,yes,yes,yes
0.27,0.22,0.564102564,3.599999905,1,1,no,no,no,no,no,no,yes,no
0.24,0.24,0.9,3.099999905,5,2,yes,no,no,no,no,yes,yes,no
0.37,0.17,0.657407407,3.099999905,1,1,no,no,no,yes,no,no,yes,no
0.43,0.34,0.751515152,3.200000048,6,3,no,no,no,yes,no,yes,yes,yes
0.34,0.17,0.843537415,3.599999905,6,1,no,no,no,no,yes,yes,yes,no
0.58,0.51,0.898230088,3.200000048,1,2,yes,no,no,no,yes,yes,yes,yes
0.4,0.32,0.793785311,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.42,0.15,0.895424837,3.200000048,6,2,no,no,no,yes,yes,no,yes,no
0.42,0.15,0.895424837,3.200000048,6,2,no,no,no,yes,yes,yes,yes,no
0.37,0.32,0.869767442,4.300000191,1,2,no,yes,no,no,no,no,yes,yes
0.39,0.34,0.863945578,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.39,0.26,0.886075949,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.28,0.08,0.890756303,3.599999905,1,1,yes,no,no,yes,no,yes,yes,no
0.34,0.27,0.68,10.60000038,1,2,no,no,no,yes,no,yes,yes,no
0.25,0.22,1.05,3.599999905,4,2,no,no,no,yes,no,no,yes,yes
0.35,0.31,0.8,3.599999905,2,1,no,yes,no,no,no,no,yes,no
0.33,0.14,0.8,3.599999905,5,1,no,yes,no,yes,no,no,yes,no
0.37,0.32,0.837563452,4.300000191,5,2,no,yes,no,no,no,no,yes,yes
0.26,0.26,0.9,3.900000095,1,2,no,no,no,no,no,no,no,yes
0.24,0.29,0.81,3.900000095,1,2,no,no,no,no,no,no,no,no
1.42,1.1,1.0375,3.200000048,1,1,yes,yes,no,yes,no,yes,yes,yes
1.42,1.1,1.0375,3.200000048,1,1,yes,yes,no,yes,no,yes,yes,yes
0.39,0.2,0.858974359,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.42,0.35,0.744360902,1.799999952,2,2,no,no,no,no,no,no,yes,no
0.41,0.31,0.885135135,10.60000038,1,2,yes,no,no,no,no,no,yes,yes
0.37,0.26,0.894117647,4.300000191,2,2,no,no,no,no,no,no,yes,no
0.26,0.19,0.882758621,3.900000095,2,2,no,no,no,no,no,yes,yes,no
0.37,0.16,0.796296296,3.099999905,6,1,no,no,no,yes,no,no,yes,yes
0.43,0.36,0.8875,3.900000095,4,2,no,yes,no,yes,yes,yes,yes,yes
0.4,0.39,0.794117647,3.599999905,6,2,yes,no,no,yes,no,yes,yes,yes
0.47,0.32,0.746478873,4.300000191,5,2,no,no,no,no,no,yes,yes,no
0.36,0.2,0.692307692,4.300000191,5,2,no,no,no,no,no,no,yes,no
0.34,0.27,0.785714286,4.300000191,1,2,no,yes,no,no,no,yes,yes,no
0.29,0.29,0.9,3.599999905,4,2,no,no,no,no,yes,no,yes,no
0.39,0.33,0.899224806,3.099999905,1,2,no,no,no,yes,no,yes,yes,no
0.31,0.31,0.901408451,3.200000048,5,1,no,no,no,no,yes,no,yes,no
0.4,0.32,0.8828125,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.39,0.18,0.875,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.41,0.34,0.764705882,3.599999905,5,1,no,no,no,no,no,no,yes,yes
0.38,0.36,0.712962963,3.599999905,1,2,no,no,no,yes,no,yes,yes,no
0.33,0.16,0.7,3.200000048,5,2,no,no,no,no,no,no,yes,no
0.39,0.39,0.868965517,3.599999905,5,2,no,no,no,no,yes,yes,yes,yes
0.29,0.1,0.644736842,3.099999905,2,2,no,no,no,no,no,no,yes,no
0.36,0.14,0.640350877,3.599999905,1,1,no,no,no,yes,no,no,yes,no
0.36,0.24,0.894273128,3.599999905,5,3,no,no,no,no,no,no,yes,no
0.47,0.36,0.714285714,3.599999905,5,1,no,no,no,no,no,no,yes,no
0.34,0.29,0.8,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.36,0.27,0.72972973,2,1,1,no,no,no,no,no,no,yes,no
0.34,0.29,0.8,3.599999905,1,2,no,no,no,no,no,yes,yes,no
0.38,0.37,0.872093023,10.60000038,3,2,no,no,no,no,no,yes,yes,yes
0.38,0.3,0.785498489,3.200000048,6,1,no,no,no,no,no,no,yes,no
0.4,0.32,0.851282051,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.47,0.13,0.8,3.099999905,3,3,yes,no,no,no,no,yes,yes,yes
0.35,0.31,0.888888889,3.200000048,1,2,no,no,no,no,yes,no,yes,no
0.41,0.24,0.89516129,3.599999905,1,2,no,no,no,no,no,no,yes,no
0.38,0.24,0.760869565,3.200000048,1,2,no,no,no,no,yes,yes,yes,no
0.38,0.29,0.785234899,3.200000048,1,2,no,no,no,no,yes,no,yes,no
0.29,0.25,0.860869565,3.099999905,1,2,no,no,no,no,no,no,yes,yes
0.36,0.22,0.705263158,2,6,4,no,no,no,yes,no,no,yes,no
0.39,0.27,0.833333333,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.41,0.34,0.885245902,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.63,0.59,0.813609467,4.300000191,5,2,no,no,no,no,no,yes,yes,yes
0.26,0.22,0.894736842,2,1,2,no,no,no,yes,no,yes,yes,no
0.28,0.23,0.877192982,3.200000048,6,2,no,no,no,yes,no,no,yes,no
0.31,0.26,0.897435897,4.300000191,1,2,yes,no,no,yes,yes,yes,yes,no
0.23,0.18,0.893617021,3.900000095,1,2,no,no,no,yes,no,no,yes,no
