Public Opinion,Past Use,Religion,Sex,Age,Education,Race,Income,Party Affiliation,Household Size,State,Eventually Legalized
notlegal,Yes,Roman Catholic (Catholic),Female,38,Associate Degree,White,"20 to under $30,000",Democrat,5,California,"Yes, it will"
notlegal,No,Roman Catholic (Catholic),Male,58,Four year college,White,"$150,000 or more",Republican,2,Pennsylvania,"Yes, it will"
personal,Yes,Atheist (do not believe in God),Male,63,Four year college,White,"100 to under $150,000",Democrat,3,California,"Yes, it will"
medicinal,No,Hindu,Female,18,Some College,Asian or Asian-American,"75 to under $100,000",Democrat,4,California,"No, it will not"
medicinal,No,Christian (VOL.),Female,28,HS,White,"20 to under $30,000",No preference (VOL.),4,California,"No, it will not"
notlegal,No,Christian (VOL.),Female,18,HS,White,"30 to under $40,000",Republican,3,Alabama,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,20,Four year college,White,"10 to under $20,000",Republican,5,Texas,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,78,Postgraduate Degree,White,"100 to under $150,000",Democrat,2,Oklahoma,"Yes, it will"
personal,Yes,Agnostic (not sure if there is a God),Female,20,Some College,White,"Less than $10,000",Democrat,2,Massachusetts,"Yes, it will"
medicinal,No,Nothing in particular,Male,58,HS Incomplete,White,"20 to under $30,000",Independent,3,Wisconsin,"Yes, it will"
personal,No,Nothing in particular,Male,30,Postgraduate Degree,Black or African-American,"50 to under $75,000",Democrat,1,Texas,"No, it will not"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,50,Postgraduate Degree,White,"50 to under $75,000",Independent,1,Alabama,"Yes, it will"
medicinal,No,Christian (VOL.),Male,19,Some College,White,"50 to under $75,000",Democrat,4,Texas,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,67,Postgraduate Degree,White,"Less than $10,000",Republican,1,Tennessee,"No, it will not"
medicinal,Yes,Christian (VOL.),Female,29,Four year college,White,"75 to under $100,000",No preference (VOL.),1,Illinois,"No, it will not"
medicinal,No,Roman Catholic (Catholic),Male,62,Postgraduate Degree,Black or African-American,"$150,000 or more",Independent,4,Texas,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,43,Four year college,White,"40 to under $50,000",Independent,3,Kansas,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,71,Associate Degree,White,"10 to under $20,000",Democrat,1,Oklahoma,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Male,31,Some College,White,"75 to under $100,000",Republican,3,Mississippi,"No, it will not"
personal,Yes,Agnostic (not sure if there is a God),Male,26,Four year college,White,"100 to under $150,000",Independent,2,Texas,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,75,Postgraduate Degree,White,"100 to under $150,000",Independent,2,Hawaii,"Yes, it will"
personal,Yes,Atheist (do not believe in God),Female,38,Four year college,White,"$150,000 or more",Democrat,2,Alaska,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,58,Postgraduate Degree,White,"100 to under $150,000",Independent,2,Hawaii,"Yes, it will"
personal,No,Buddhist,Female,33,Four year college,White,"50 to under $75,000",Democrat,2,Hawaii,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Female,64,Four year college,White,"$150,000 or more",Republican,3,Alaska,"Yes, it will"
medicinal,Yes,Agnostic (not sure if there is a God),Female,32,Associate Degree,White,"75 to under $100,000",Independent,2,Alaska,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Male,48,HS,White,"$150,000 or more",Republican,2,Alaska,"Yes, it will"
personal,Yes,Agnostic (not sure if there is a God),Female,42,Four year college,White,"75 to under $100,000",Other party (VOL.),5,Alaska,"Yes, it will"
personal,No,Atheist (do not believe in God),Male,74,Postgraduate Degree,White,"30 to under $40,000",Independent,2,Alaska,"Yes, it will"
medicinal,No,Christian (VOL.),Female,25,HS,Native American,"20 to under $30,000",Independent,3,Alaska,"No, it will not"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,59,Four year college,White,"100 to under $150,000",Democrat,2,Minnesota,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,60,Postgraduate Degree,White,"50 to under $75,000",Democrat,1,South Dakota,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,64,Four year college,White,"75 to under $100,000",Independent,2,Washington,"Yes, it will"
personal,Yes,Christian (VOL.),Female,56,HS,White,"75 to under $100,000",Democrat,2,Washington,"Yes, it will"
personal,Yes,Agnostic (not sure if there is a God),Female,23,Some Postgraduate,White,"75 to under $100,000",Independent,3,Oregon,"No, it will not"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,53,Four year college,White,"75 to under $100,000",Democrat,2,Washington,"Yes, it will"
personal,No,Atheist (do not believe in God),Male,19,HS,White,"10 to under $20,000",Democrat,4,California,"Yes, it will"
medicinal,Yes,Nothing in particular,Male,25,Some College,White,"50 to under $75,000",No preference (VOL.),4,Oregon,"Yes, it will"
notlegal,No,Roman Catholic (Catholic),Male,23,Four year college,Black or African-American,"30 to under $40,000",Democrat,3,California,"No, it will not"
personal,Yes,Mormon (Church of Jesus Christ of Latter-day Saints/LDS),Female,63,HS,White,"20 to under $30,000",Democrat,5,California,"Yes, it will"
personal,Yes,Muslim (Islam),Male,28,Postgraduate Degree,White,"50 to under $75,000",Independent,1,California,"Yes, it will"
notlegal,Yes,Christian (VOL.),Male,40,Some College,White,"100 to under $150,000",Republican,5,California,"Yes, it will"
medicinal,Yes,Nothing in particular,Female,52,Four year college,White,"Less than $10,000",No preference (VOL.),1,California,"Yes, it will"
personal,Yes,Atheist (do not believe in God),Female,50,Some College,White,"40 to under $50,000",Democrat,1,California,"Yes, it will"
personal,No,Nothing in particular,Female,27,Some College,White,"20 to under $30,000",Republican,3,California,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Male,41,Four year college,White,"50 to under $75,000",Republican,3,California,"Yes, it will"
medicinal,No,Christian (VOL.),Female,32,HS,White,"30 to under $40,000",Independent,5,California,"No, it will not"
notlegal,No,Christian (VOL.),Female,45,HS,White,"50 to under $75,000",Independent,4,Nevada,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,75,Some College,White,"40 to under $50,000",Republican,1,California,"No, it will not"
medicinal,No,Roman Catholic (Catholic),Female,32,Four year college,White,"100 to under $150,000",Independent,4,California,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Female,21,HS,Hispanic or Latino,"Less than $10,000",No preference (VOL.),4,California,"Yes, it will"
personal,Yes,Nothing in particular,Male,24,Associate Degree,White,"75 to under $100,000",Independent,5,Washington,"Yes, it will"
personal,Yes,Christian (VOL.),Female,26,HS Incomplete,Black or African-American,"Less than $10,000",Independent,5,California,"Yes, it will"
notlegal,Yes,Nothing in particular,Male,58,HS,White,"50 to under $75,000",Republican,1,Oregon,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Female,35,Four year college,White,"100 to under $150,000",Democrat,3,Washington,"Yes, it will"
personal,No,Atheist (do not believe in God),Male,24,Some Postgraduate,White,"$150,000 or more",Democrat,1,Washington,"Yes, it will"
medicinal,No,Christian (VOL.),Female,33,Associate Degree,White,"20 to under $30,000",Independent,2,California,"No, it will not"
personal,No,Christian (VOL.),Male,45,Some College,White,"10 to under $20,000",Republican,3,Oregon,"No, it will not"
personal,Yes,Nothing in particular,Male,30,Postgraduate Degree,White,"10 to under $20,000",Independent,1,Washington,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,31,Associate Degree,White,"40 to under $50,000",Independent,4,Washington,"Yes, it will"
personal,Yes,Atheist (do not believe in God),Male,58,Postgraduate Degree,White,"75 to under $100,000",Democrat,2,California,"Yes, it will"
personal,Yes,Christian (VOL.),Female,50,HS,White,"30 to under $40,000",Independent,3,Arizona,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,26,HS,White,"50 to under $75,000",Independent,2,Virginia,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,18,HS,White,"100 to under $150,000",Democrat,5,Idaho,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,62,Postgraduate Degree,White,"40 to under $50,000",Democrat,1,California,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Male,20,Some College,White,"Less than $10,000",Democrat,4,California,"Yes, it will"
medicinal,Yes,Nothing in particular,Female,45,HS,White,"$150,000 or more",Democrat,1,California,"Yes, it will"
medicinal,Yes,Atheist (do not believe in God),Male,65,Four year college,Asian or Asian-American,"10 to under $20,000",Independent,1,California,"No, it will not"
notlegal,No,Roman Catholic (Catholic),Female,25,Associate Degree,White,"$150,000 or more",Republican,3,California,"No, it will not"
medicinal,No,Hindu,Male,30,Four year college,Asian or Asian-American,"75 to under $100,000",Independent,2,Maryland,"No, it will not"
personal,No,Nothing in particular,Female,61,Some College,White,"Less than $10,000",Democrat,2,Washington,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,58,Four year college,Asian or Asian-American,"40 to under $50,000",Democrat,1,California,"Yes, it will"
personal,Yes,Christian (VOL.),Female,29,Four year college,Black or African-American,"10 to under $20,000",Independent,2,California,"Yes, it will"
medicinal,Yes,Agnostic (not sure if there is a God),Male,41,Four year college,White,"75 to under $100,000",Independent,3,California,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,30,Four year college,White,"75 to under $100,000",Democrat,3,California,"Yes, it will"
personal,Yes,Nothing in particular,Female,49,Postgraduate Degree,White,"$150,000 or more",Independent,1,California,"Yes, it will"
medicinal,No,Mormon (Church of Jesus Christ of Latter-day Saints/LDS),Female,70,Four year college,White,"50 to under $75,000",Republican,2,Utah,"No, it will not"
personal,No,Muslim (Islam),Male,34,Four year college,White,"Less than $10,000",Independent,7,Nevada,"Yes, it will"
personal,Yes,Jewish (Judaism),Female,27,Four year college,White,"40 to under $50,000",Republican,3,California,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Female,47,Associate Degree,White,"100 to under $150,000",Democrat,4,California,"No, it will not"
medicinal,Yes,Christian (VOL.),Female,45,Associate Degree,White,"20 to under $30,000",Republican,3,California,"No, it will not"
personal,Yes,Nothing in particular,Male,63,HS,White,"10 to under $20,000",Republican,1,Nevada,"Yes, it will"
medicinal,Yes,Nothing in particular,Female,61,Some College,Black or African-American,"20 to under $30,000",Independent,1,California,"No, it will not"
personal,Yes,Nothing in particular,Male,64,Postgraduate Degree,White,"$150,000 or more",Democrat,3,Washington,"Yes, it will"
medicinal,No,Nothing in particular,Male,42,Less than HS,Black or African-American,"10 to under $20,000",Independent,4,California,"No, it will not"
medicinal,No,Muslim (Islam),Male,30,Some College,Black or African-American,"10 to under $20,000",Independent,1,Washington,"No, it will not"
medicinal,No,Nothing in particular,Male,48,Associate Degree,White,"50 to under $75,000",Independent,1,Delaware,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,79,Four year college,White,"$150,000 or more",Republican,2,New York,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,23,Four year college,White,"20 to under $30,000",Republican,2,Illinois,"Yes, it will"
medicinal,No,Nothing in particular,Female,56,Postgraduate Degree,White,"100 to under $150,000",Independent,2,Georgia,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Female,28,Some College,White,"Less than $10,000",Independent,5,Indiana,"Yes, it will"
medicinal,No,Nothing in particular,Male,19,HS,White,"50 to under $75,000",Independent,6,Virginia,"Yes, it will"
personal,Yes,Agnostic (not sure if there is a God),Male,28,Some College,White,"20 to under $30,000",Republican,2,Pennsylvania,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Male,30,Four year college,White,"40 to under $50,000",Independent,1,North Carolina,"Yes, it will"
notlegal,No,Buddhist,Male,28,Postgraduate Degree,Asian or Asian-American,"Less than $10,000",Democrat,2,Massachusetts,"No, it will not"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,25,HS,Black or African-American,"30 to under $40,000",Democrat,3,Georgia,"No, it will not"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,19,HS,White,"Less than $10,000",Democrat,4,Tennessee,"Yes, it will"
personal,Yes,Christian (VOL.),Female,34,Associate Degree,Black or African-American,"20 to under $30,000",Democrat,1,Florida,"Yes, it will"
medicinal,No,Mormon (Church of Jesus Christ of Latter-day Saints/LDS),Male,52,Postgraduate Degree,White,"10 to under $20,000",Independent,6,Utah,"No, it will not"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,25,HS,Hispanic or Latino,"Less than $10,000",Democrat,5,Maryland,"Yes, it will"
personal,Yes,Christian (VOL.),Female,29,Associate Degree,Black or African-American,"40 to under $50,000",Democrat,5,Maryland,"No, it will not"
personal,Yes,Roman Catholic (Catholic),Male,29,HS Incomplete,White,"30 to under $40,000",Democrat,4,Louisiana,"Yes, it will"
personal,No,Agnostic (not sure if there is a God),Male,32,Four year college,Asian or Asian-American,"100 to under $150,000",Democrat,2,California,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Male,27,HS,White,"75 to under $100,000",Republican,2,Texas,"No, it will not"
personal,Yes,Christian (VOL.),Female,26,HS,Black or African-American,"Less than $10,000",No preference (VOL.),4,North Carolina,"Yes, it will"
personal,Yes,Christian (VOL.),Male,33,Four year college,White,"75 to under $100,000",Independent,3,Utah,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,45,Associate Degree,White,"50 to under $75,000",Independent,2,Texas,"Yes, it will"
personal,Yes,Mormon (Church of Jesus Christ of Latter-day Saints/LDS),Female,44,Associate Degree,White,"75 to under $100,000",Republican,6,Utah,"Yes, it will"
